"November 16–18","2015","Great Plains","61","0","N/A","November 16–18, 2015 tornado outbreak","Unusual nocturnal late-season tornado outbreak spawned multiple strong tornadoes across the lower Great Plains states. Two EF3 tornadoes caused major damage near Pampa, Texas, one of which destroyed a large chemical plant complex. A long-tracked EF3 began near Liberal, Kansas and dissipated near Montezuma, causing significant damage in rural areas."
"December 23–25","2015","Southern United States, Midwestern United States","38","13","N/A","December 23–25, 2015 tornado outbreak","Produced multiple strong to violent long-track tornadoes across Mississippi and Tennessee, including an EF4 that tracked through parts of both states, causing major damage in Holly Springs, Mississippi and killing 9 people along its path. A high-end EF3 caused major damage near Clarksdale as well, killing two. Another EF3 destroyed many structures in the small community of Lutts, Tennessee, and an EF2 killed two people near Linden. A high-end EF2 caused considerable damage in the southwestern part of Birmingham, Alabama."
"December 26–28","2015","Southern United States","32","13","N/A","Late December 2015 North American storm complex","Outbreak severely impacted the Dallas–Fort Worth metroplex. A large EF4 devastated parts of Garland and Rowlett, killing 10 people. An EF3 destroyed many homes in Ovilla and Glenn Heights, while an EF2 killed two people in Copeville. An EF1 killed caused a fatality near Blue Ridge as well."
"February 23–24","2016","Southern United States, Eastern United States","61","7","N/A","February 23–24, 2016 tornado outbreak","The second largest February tornado outbreak on record produced many significant tornadoes across the Gulf Coast and East Coast states. An EF2 caused major damage in Laplace, Louisiana. An EF3 caused major damage in Paincourtville and Convent, Louisiana, killing two people, while an EF2 killed one person near Purvis, Mississippi. An EF3 caused severe damage in Pensacola, Florida, and an EF1 killed 3 people in Waverly, Virginia. An EF3 also destroyed multiple homes near Tappahannock, Virginia, while another EF3 killed one person in Evergreen."
"May 7–10","2016","Western United States, Great Plains, Ohio Valley","43","2","N/A","May 7–10, 2016 tornado outbreak","Four-day outbreak produced a high-end EF2 tornado near Wray, Colorado. A violent EF4 tornado killed one person near Katie, Oklahoma, a damaging EF3 wedge tornado destroyed numerous homes near Sulphur, and an EF3 caused another fatality near Bromide. The town of Mayfield, Kentucky sustained major damage from an EF3 tornado as well."
"May 22–26","2016","Western United States, Great Plains","77","0","N/A","May 22–26, 2016 tornado outbreak sequence","Outbreak sequence produced numerous strong tornadoes across the Great Plains. Numerous significant tornadoes spawned by a cyclic supercell thunderstorm caused heavy damage near Dodge City, Kansas. EF3 tornadoes also caused damage near Big Spring, Turkey and Garden City, Texas. An EF4 wedge tornado caused major damage near Abeline and Chapman, Kansas."
"August 6","1879","Bouctouche, New Brunswick","1","5","N/A","N/A"
"September 26","1898","St. Catharines, Ontario","1","5","N/A","N/A"
"June 30","1912","Regina, Saskatchewan","1","28","N/A","Regina Cyclone"
"June 17","1946","Windsor, Ontario, LaSalle, Ontario, Tecumseh, Ontario","1","17","N/A","1946 Windsor–Tecumseh, Ontario tornado"
"August 20","1970","Sudbury, Ontario","1","6","N/A","Sudbury, Ontario tornado"
"April 3–4","1974","Ontario","1","9","N/A","1974 Super Outbreak"
"August 7","1979","Woodstock, Ontario","1","2","N/A","1979 Woodstock, Ontario tornado"
"May 31","1985","Ontario","13","12","N/A","1985 United States–Canada tornado outbreak"
"July 31","1987","Edmonton","8","27","N/A","Edmonton tornado"
"April 20","1996","Ontario","3","0","N/A","1996 Southern Ontario tornadoes"
"July 2","1997","Ontario","13","7","N/A","1997 Southeast Michigan tornado outbreak"
"July 14","2000","Alberta","1","12","N/A","Pine Lake tornado"
"August 19","2005","Ontario","3","0","N/A","Southern Ontario tornado outbreak of 2005"
"August 2","2006","Ontario","11","0","N/A","August 2, 2006 tornado outbreak"
"June 22","2007","Manitoba, Saskatchewan","5","0","N/A","2007 Elie, Manitoba tornado"
"August 20","2009","Ontario","18","1","N/A","Southern Ontario Tornado Outbreak of 2009"
"June 5–6","2010","Ontario","6","0","N/A","June 5–6, 2010 tornado outbreak"
"August 21","2011","Goderich, Ontario","1","1","N/A","2011 Goderich, Ontario tornado"










